seed,baseline_rmse,candidate_rmse,delta_rmse,baseline_mae,candidate_mae,delta_mae,baseline_mape,candidate_mape,delta_mape
0,190.17498779296875,198.0765838623047,7.9015960693359375,123.43162536621094,131.1736297607422,7.74200439453125,0.1657732129096985,0.17076782882213593,0.004994615912437439
1,189.55584716796875,197.87416076660156,8.318313598632812,125.22425079345703,128.46055603027344,3.2363052368164062,0.1754693239927292,0.1749769151210785,-0.0004924088716506958
2,194.08775329589844,200.73524475097656,6.647491455078125,126.42759704589844,125.90575408935547,-0.5218429565429688,0.1686454862356186,0.16619955003261566,-0.0024459362030029297
3,215.13128662109375,201.56028747558594,-13.570999145507812,140.64593505859375,134.45535278320312,-6.190582275390625,0.17827555537223816,0.1772671639919281,-0.0010083913803100586
4,190.1045684814453,194.62596130371094,4.521392822265625,122.02632904052734,125.44212341308594,3.4157943725585938,0.16957563161849976,0.17180564999580383,0.002230018377304077
5,199.16879272460938,188.47308349609375,-10.695709228515625,128.02186584472656,118.69868469238281,-9.32318115234375,0.19477419555187225,0.15832309424877167,-0.036451101303100586
6,198.41116333007812,202.8043975830078,4.3932342529296875,128.87741088867188,130.06654357910156,1.1891326904296875,0.17407271265983582,0.17180083692073822,-0.002271875739097595
7,200.08065795898438,195.84580993652344,-4.2348480224609375,133.37037658691406,132.92152404785156,-0.4488525390625,0.1695588082075119,0.17482689023017883,0.005268082022666931
