group,metric,count,mean,std,best_seed,best_value,worst_seed,worst_value
batlinet_original,RMSE,8,197.08938217163086,7.928504730933912,1,189.55584716796875,3,215.13128662109375
batlinet_original,MAE,8,128.503173828125,5.63734757219737,4,122.02632904052734,3,140.64593505859375
batlinet_original,MAPE,8,0.17451811581850052,0.008555073686700148,0,0.1657732129096985,5,0.19477419555187225
batlinet_weighted,RMSE,8,197.4994411468506,4.301794453991067,5,188.47308349609375,6,202.8043975830078
batlinet_weighted,MAE,8,128.3905210494995,4.699343439351873,5,118.69868469238281,3,134.45535278320312
batlinet_weighted,MAPE,8,0.17074599117040634,0.005638203368447723,5,0.15832309424877167,3,0.1772671639919281
